vendor_id,vendor_name,product_id,product_name,surface_id,surface_name,surface_type,version_or_observation,surface_availability,coverage_tier,feature_id,feature_group,feature_name,primary_status,status_detail,assertion_count,evidence_methods,confidence,environment_scopes,qualifiers,source_keys,notes,last_verified_at
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.agent,ACP,ACP agent/server role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.transport.stdio,ACP,ACP stdio,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.mcp-forwarding,ACP,ACP MCP forwarding,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.session-load,ACP,ACP session load/resume,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.session-list,ACP,ACP session list,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.terminal-reverse-rpc,ACP,ACP terminal reverse RPC,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,acp.elicitation,ACP,ACP elicitation/approval,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,a2a.client,A2A,A2A client role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,a2a.server,A2A,A2A agent/server role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,instructions.agents-md,Instructions,AGENTS.md,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,instructions.rules,Instructions,Native rules/instructions,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,hooks,Native extensibility,Hooks,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,subagents,Native extensibility,Subagents,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,subagents.nested,Native extensibility,Nested subagents,unknown,unknown,1,documented,low,default,No definitive nested-subagent support claim located.,S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,subagents.mcp-access,Native extensibility,Subagent MCP access,partial,partial,1,documented,high,default,"Project/user subagents can use tools, but plugin subagents ignore mcpServers frontmatter.",S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,subagents.write-access,Native extensibility,Subagent write access,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,plugins.native,Native extensibility,Native plugin system,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,marketplace-registry,Distribution,Marketplace or registry,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,automation.headless,Automation,Headless / CI execution,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,automation.cloud-agent,Automation,Cloud agent,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,governance.org-policy,Governance,Organization policy controls,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,session.handoff,Sessions,Session handoff/import,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,computer-use,Native extensibility,Computer/browser use,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-code,Claude Code,claude-code-cli,Claude Code CLI / local host,cli,2.1.232+ / observed 2026-08-28,ga,A,custom-agents,Native extensibility,Custom agents,supported,supported,1,documented,high,default,,S-011;S-012;S-013;S-014,,2026-08-28
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.client,MCP,MCP client role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.server,MCP,MCP server role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.revision.2026-07-28,MCP,MCP 2026-07-28,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.tools,MCP,MCP tools,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.resources,MCP,MCP resources,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.prompts,MCP,MCP prompts,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.transport.stdio,MCP,MCP stdio,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.transport.streamable-http,MCP,MCP Streamable HTTP,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.transport.legacy-sse,MCP,MCP legacy SSE,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.transport.websocket-extension,MCP,MCP WebSocket extension,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.auth.oauth,MCP,MCP OAuth,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.roots,MCP,MCP roots,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.sampling,MCP,MCP sampling,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.elicitation,MCP,MCP elicitation,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.list-changed,MCP,MCP list_changed,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.tasks,MCP,MCP tasks,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,mcp.apps,MCP,MCP Apps / interactive UI,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-skills.core,Agent Skills,Agent Skills core,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-skills.standard-paths,Agent Skills,Agent Skills standard paths,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-skills.scripts-assets,Agent Skills,Agent Skills scripts/assets,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-plugins.core,Agent Plugins,Agent Plugins 1.0 core,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-plugins.skills,Agent Plugins,Agent Plugins packaged skills,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-plugins.mcp,Agent Plugins,Agent Plugins packaged MCP,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,agent-plugins.failure-isolation,Agent Plugins,Agent Plugins failure isolation,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.client,ACP,ACP client/host role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.agent,ACP,ACP agent/server role,supported,supported,1,registry-listed,medium,default,"Official ACP Registry 0.70.0; registry proves the agent role, not every optional ACP method.",S-001,,2026-08-28
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.transport.stdio,ACP,ACP stdio,supported,supported,1,registry-listed,medium,default,Registry-distributed ACP agent launcher; exact optional capabilities remain unknown.,S-001,,2026-08-28
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.mcp-forwarding,ACP,ACP MCP forwarding,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.session-load,ACP,ACP session load/resume,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.session-list,ACP,ACP session list,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.terminal-reverse-rpc,ACP,ACP terminal reverse RPC,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,acp.elicitation,ACP,ACP elicitation/approval,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,a2a.client,A2A,A2A client role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,a2a.server,A2A,A2A agent/server role,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,instructions.agents-md,Instructions,AGENTS.md,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,instructions.rules,Instructions,Native rules/instructions,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,hooks,Native extensibility,Hooks,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,subagents,Native extensibility,Subagents,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,subagents.nested,Native extensibility,Nested subagents,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,subagents.mcp-access,Native extensibility,Subagent MCP access,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,subagents.write-access,Native extensibility,Subagent write access,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,plugins.native,Native extensibility,Native plugin system,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,marketplace-registry,Distribution,Marketplace or registry,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,automation.headless,Automation,Headless / CI execution,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,automation.cloud-agent,Automation,Cloud agent,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,governance.org-policy,Governance,Organization policy controls,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,session.handoff,Sessions,Session handoff/import,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,computer-use,Native extensibility,Computer/browser use,unknown,unknown,0,,none,,,,,
anthropic,Anthropic,claude-acp-wrapper,Claude Agent ACP Wrapper,claude-agent-acp-wrapper,Claude Agent ACP wrapper,acp-adapter,0.70.0,ga,C,custom-agents,Native extensibility,Custom agents,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.client,MCP,MCP client role,supported,supported,1,documented,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.server,MCP,MCP server role,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.revision.2026-07-28,MCP,MCP 2026-07-28,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.tools,MCP,MCP tools,supported,supported,1,documented,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.resources,MCP,MCP resources,unknown,unknown,1,documented,low,default,Hosted plugin tools are documented separately from local Codex server features.,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.prompts,MCP,MCP prompts,unknown,unknown,1,documented,low,default,,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.transport.stdio,MCP,MCP stdio,unsupported,unsupported,1,documented,high,default,,S-021,ChatGPT web does not read local Codex MCP configuration or start local stdio servers.,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.transport.streamable-http,MCP,MCP Streamable HTTP,supported,supported,1,documented,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.transport.legacy-sse,MCP,MCP legacy SSE,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.transport.websocket-extension,MCP,MCP WebSocket extension,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.auth.oauth,MCP,MCP OAuth,supported,supported,1,documented,high,default,Remote MCP-backed tools supplied through plugins; hosted tool capabilities may differ from local Codex hosts.,S-021,,2026-08-28
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.roots,MCP,MCP roots,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.sampling,MCP,MCP sampling,unknown,unknown,0,,none,,,,,
openai,OpenAI,chatgpt,ChatGPT,chatgpt-web,ChatGPT web,web,hosted observed 2026-08-28,ga,A,mcp.elicitation,MCP,MCP elicitation,unknown,unknown,0,,none,,,,,
